instance_id,pose_label,left_finger_state_0,left_finger_state_1,left_finger_state_2,left_finger_state_3,left_finger_state_4,right_finger_state_0,right_finger_state_1,right_finger_state_2,right_finger_state_3,right_finger_state_4,motion_x_start,motion_y_start,motion_x_mid,motion_y_mid,motion_x_end,motion_y_end,main_axis_x,main_axis_y,delta_x,delta_y
2358,home,1,0,0,0,0,1,0,0,0,0,0.6151622831821442,0.3248945623636246,0.6155462265014648,0.3218648235003153,0.6159577369689941,0.3203784972429275,0,1,0.0,-0.004516065120697
2359,home,1,0,0,0,0,1,0,0,0,0,0.6140661537647247,0.3192839175462723,0.6152132352193197,0.3197214404741923,0.6150675415992737,0.3190876990556717,1,0,0.0010013878345489,0.0
2360,home,1,0,0,0,0,1,0,0,0,0,0.6176247298717499,0.3178025931119919,0.6192184289296468,0.318948745727539,0.6217924654483795,0.3193461149930954,1,0,0.0041677355766296,0.0
2361,home,1,1,0,0,0,1,0,0,0,0,0.6229637563228607,0.3180375844240188,0.6226726571718851,0.3165389994780223,0.6211251020431519,0.3171637803316116,1,0,-0.0018386542797088,0.0
2362,home,0,0,0,0,0,1,0,0,0,0,0.6790665686130524,0.3830268085002899,0.6813772916793823,0.3766108453273773,0.678509533405304,0.37100850045681,0,1,0.0,-0.0120183080434799
2363,home,0,0,0,0,0,1,0,0,0,0,0.6766889989376068,0.3845618516206741,0.6738708813985189,0.3972712357838948,0.6759684681892395,0.4001245051622391,0,1,0.0,0.0155626535415649
2364,home,0,0,0,0,0,1,0,0,0,0,0.6802466511726379,0.398895725607872,0.6751179893811544,0.4060083429018656,0.668778270483017,0.4064408242702484,1,0,-0.0114683806896209,0.0
2365,home,0,0,0,0,0,1,0,0,0,0,0.6693898439407349,0.4033348262310028,0.6727017164230347,0.4074594676494598,0.675058901309967,0.399814710021019,1,0,0.0056690573692321,0.0
2366,home,1,0,0,0,0,1,0,0,0,0,0.6732635796070099,0.3915551900863647,0.6739035248756409,0.4040136138598124,0.6660522818565369,0.392978623509407,1,0,-0.007211297750473,0.0
2367,home,0,0,0,0,0,1,0,0,0,0,0.5761256814002991,0.5047753155231476,0.5764710505803426,0.5066707332928976,0.5765456557273865,0.5054073631763458,0,1,0.0,0.0006320476531982
2368,home,0,0,0,0,0,1,0,0,0,0,0.567284882068634,0.5066226124763489,0.5714504718780518,0.5075791080792745,0.5719210803508759,0.5089303851127625,1,0,0.0046361982822418,0.0
2369,home,0,0,0,0,0,1,0,0,0,0,0.5761570036411285,0.5126180648803711,0.5777587294578552,0.5118474761644999,0.5813510119915009,0.5136889219284058,1,0,0.0051940083503723,0.0
2370,home,0,0,0,0,0,1,0,0,0,0,0.5790227651596069,0.5182441174983978,0.5805832147598267,0.5119114915529887,0.5802876949310303,0.5103384852409363,0,1,0.0,-0.0079056322574615
